gid;Modelo;Num. Banco;Emplazamiento;Num. Policia;Distrito;Barrio;Año Instalacion;geo_point_2d
366;;3728;CARRER BOMBER RAMON DUART 12;;10 - QUATRE CARRERES;7 - CIUTAT DE LES ARTS I DE LES CIENCIES;;39.45055574870396, -0.36406694712443166
368;;3726;AVINGUDA ANTONIO FERRANDIS (ACTOR) 18;;10 - QUATRE CARRERES;7 - CIUTAT DE LES ARTS I DE LES CIENCIES;;39.4489077927854, -0.36322033483968624
369;;3725;AVINGUDA ANTONIO FERRANDIS (ACTOR) 18;;10 - QUATRE CARRERES;7 - CIUTAT DE LES ARTS I DE LES CIENCIES;;39.448882566121405, -0.36322266856239965
371;;3722;CARRER JAUME GASSULL 8;;10 - QUATRE CARRERES;7 - CIUTAT DE LES ARTS I DE LES CIENCIES;;39.4487420987693, -0.3635748694220168
374;;3719;CARRER JAUME GASSULL 8;;10 - QUATRE CARRERES;7 - CIUTAT DE LES ARTS I DE LES CIENCIES;;39.44869707064067, -0.3637078260716369
376;BANCO NEOBARCINO;3868;CARRER REPÚBLICA ARGENTINA 9;;13 - ALGIROS;3 - L'AMISTAT;;39.471941120401304, -0.35210162249563914
378;BANCO NEOBARCINO;3866;CARRER RAMON LLULL 12;;13 - ALGIROS;5 - LA CARRASCA;;39.475901011150874, -0.3467569764797799
381;BANCO NEOBARCINO;3861;CARRER BERNAT FENOLLAR 2ac;;13 - ALGIROS;4 - LA VEGA BAIXA;;39.477281831816896, -0.3486022156818917
382;BANCO NEOBARCINO;3860;CARRER PERE DE VALÈNCIA 18;;13 - ALGIROS;1 - L'ILLA PERDUDA;;39.468582135778874, -0.3372048046610688
386;BANCO NEOBARCINO;3856;CARRER JOSEP D´ORGA 4;;13 - ALGIROS;2 - CIUTAT JARDI;;39.46982449517413, -0.3451523832782437
393;;3663;CARRER PINTOR SABATER 20;;10 - QUATRE CARRERES;7 - CIUTAT DE LES ARTS I DE LES CIENCIES;;39.44756153466375, -0.3663667128285977
397;NEOBARCINO;4299;AVINGUDA DOCTOR RUIZ I COMES 54;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.42736590622799, -0.36123594857409685
398;NEOBARCINO;4298;AVINGUDA DOCTOR RUIZ I COMES 54;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.42705927575803, -0.3613110504121058
399;NEOBARCINO;4297;AVINGUDA DOCTOR RUIZ I COMES 54;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.42686452362312, -0.36137005873749506
400;NEOBARCINO;4296;ENTRADOR CATALANS 4;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.42662833427109, -0.36145588976149423
401;ROMANTICO;4295;CARRER SANT MARTÍ DE PORRES 10ac;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.42487657008654, -0.36478708474390065
403;NEOBARCINO;4292;ENTRADOR ROSELD 2;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.42629773711138, -0.3615853152632573
408;NEOBARCINO;4287;CAMÍ RIBÀS 20;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.43208632840696, -0.36017869079832215
409;NEOBARCINO;4286;CAMÍ RIBÀS 14;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.43243851353121, -0.3608961819119895
410;NEOBARCINO;4284;CAMÍ RIBÀS 13;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.43256799235882, -0.3611831783921771
411;NEOBARCINO;4283;CAMÍ RIBÀS 1;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.43281762763493, -0.3617491248586444
416;MEDITERRANEO;4249;CARRER MINISTRE LUIS MAYANS 47;;5 - LA SAIDIA;5 - SANT ANTONI;;39.48868726820277, -0.37075633523815865
418;mediterraneo;4245;CARRER PIUS XI 8;;8 - PATRAIX;1 - PATRAIX;;39.459591759323764, -0.3927164857978389
419;neobarcino;4244;CARRER SANT VICENT MÀRTIR 216;;9 - JESUS;1 - LA RAIOSA;;39.45718136023961, -0.3837896693611037
421;romanico;4241;CARRER CÒRDOVA 7ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49476200821225, -0.40478713323029686
424;romantico;4238;CARRER CÒRDOVA 7ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49485334535196, -0.4048800053691039
425;romantico;4237;CARRER CÒRDOVA 9ac;;18 - POBLATS DE L'OEST;2 - BENIFERRI;;39.49501147908887, -0.40517719313429645
427;mediterraneo;4233;AVINGUDA BURJASSOT 234ac;;16 - BENICALAP;1 - BENICALAP;;39.494720005755234, -0.39571882822792204
428;mediterraneo;4232;CARRER SERRA D´AGULLENT 22ac;;16 - BENICALAP;1 - BENICALAP;;39.493932230877725, -0.39809184532556163
430;mediterraneo;4230;AVINGUDA DOCTOR PESET ALEIXANDRE 114;;16 - BENICALAP;1 - BENICALAP;;39.48983622103499, -0.3851891727936842
431;mediterraneo;4229;CARRER GENERAL LLORENS 1;;16 - BENICALAP;1 - BENICALAP;;39.489865200360754, -0.38536083402940724
434;Romantico;4225;CARRER CARLOS CLIMENT GONZÁLEZ (JURISTA) 9;;16 - BENICALAP;1 - BENICALAP;;39.496466883244025, -0.3898394614827289
435;NEOBARCINO;4224;PLAÇA SANTIAGO SUÁREZ (SANTI) 4ac;;9 - JESUS;2 - L'HORT DE SENABRE;;39.45302259955929, -0.38771934981591966
438;NEOBARCINO;4145;CARRER HERNÁN CORTÉS 25ac;;2 - L'EIXAMPLE;2 - EL PLA DEL REMEI;;39.467481902903664, -0.37080307133888346
439;NEOBARCINO;4144;CARRER CIRIL AMORÓS 42;;2 - L'EIXAMPLE;2 - EL PLA DEL REMEI;;39.46743013696451, -0.3709264527096319
442;NEOBARCINO;4141;CARRER HERNÁN CORTÉS 23ac;;2 - L'EIXAMPLE;2 - EL PLA DEL REMEI;;39.467676541556514, -0.37092377095861306
445;;3656;AVINGUDA ANTONIO FERRANDIS (ACTOR) 28;;10 - QUATRE CARRERES;7 - CIUTAT DE LES ARTS I DE LES CIENCIES;;39.44721300921581, -0.36717023598124565
446;MODO08-1800;3655;AVINGUDA ANTONIO FERRANDIS (ACTOR) 28;;10 - QUATRE CARRERES;7 - CIUTAT DE LES ARTS I DE LES CIENCIES;;39.44753448397791, -0.3666046380715063
457;MODO08-1800;3643;CARRER PINTOR SABATER 20;;10 - QUATRE CARRERES;7 - CIUTAT DE LES ARTS I DE LES CIENCIES;;39.447816304406864, -0.3669119936300421
458;MODO08-1800;3642;AVINGUDA ALCALDE GISBERT RICO 40ac;;10 - QUATRE CARRERES;7 - CIUTAT DE LES ARTS I DE LES CIENCIES;;39.44788204486302, -0.3670029603028294
461;MEDITERRANEO;3628;CARRER JUAN RAMON JIMÉNEZ 24;;10 - QUATRE CARRERES;3 - MALILLA;;39.45442303312324, -0.37586114403165105
462;MEDITERRANEO;3627;CARRER JUAN RAMON JIMÉNEZ 29;;10 - QUATRE CARRERES;3 - MALILLA;;39.45449241173767, -0.3758960134645918
470;MEDITERRANEO;3247;CARRER MANUELA BALLESTER (PINTORA) 16ac;;16 - BENICALAP;1 - BENICALAP;;39.49421966260732, -0.38065735505383697
473;MEDITERRANEO;3244;CARRER MANUELA BALLESTER (PINTORA) 14ac;;16 - BENICALAP;1 - BENICALAP;;39.4942662340591, -0.38085852016565247
476;MEDITERRANEO;3240;CAMÍ MONTCADA 93;;16 - BENICALAP;1 - BENICALAP;;39.494589126586945, -0.38178656466772204
479;MEDITERRANEO;3237;CAMÍ MONTCADA 93;;16 - BENICALAP;1 - BENICALAP;;39.49470193137074, -0.38171414527755604
481;NEOBARCINO;4221;PLAÇA SANTIAGO SUÁREZ (SANTI) 1ac;;9 - JESUS;2 - L'HORT DE SENABRE;;39.45321520814669, -0.388408676827024
484;NEOBARCINO;4217;CARRER MARQUÉS DE BELLET 29ac;;9 - JESUS;2 - L'HORT DE SENABRE;;39.45481404045437, -0.3872070471922022
486;NEOBARCINO;4215;CARRER URUGUAI 33;;9 - JESUS;1 - LA RAIOSA;;39.457448306963975, -0.386815445350121
488;PIEDRA;4213;CARRER ESCULTOR JOSEP CAPUZ 29;;10 - QUATRE CARRERES;1 - MONT-OLIVET;;39.45993145554562, -0.3615479247833467
505;MEDITERRANEO;3491;CARRER SANT VICENT MÀRTIR 330;;9 - JESUS;3 - LA CREU COBERTA;;39.449050175717254, -0.3855216074017037
508;NEOBARCINO;4195;CARRER BISBE JAUME PÉREZ 20;;10 - QUATRE CARRERES;1 - MONT-OLIVET;;39.45870722021359, -0.36603871953279943
511;NEOBARCINO;4191;CARRER LLUÍS OLIAG 28ac;;10 - QUATRE CARRERES;1 - MONT-OLIVET;;39.45957284550717, -0.36645178056306676
515;ROMANTICO;4187;AVINGUDA DOCTOR WAKSMAN 1;;10 - QUATRE CARRERES;2 - EN CORTS;;39.45690241879465, -0.3749664528090595
516;NEOBARCINO;4186;AVINGUDA DOCTOR WAKSMAN 17;;10 - QUATRE CARRERES;2 - EN CORTS;;39.456599025018896, -0.37355561080683847
518;NEOBARCINO;4183;AVINGUDA DOCTOR WAKSMAN 29;;10 - QUATRE CARRERES;2 - EN CORTS;;39.456327090321174, -0.3722747905977726
520;NEOBARCINO;4181;CARRER TIRANT LO BLANCH 2;;10 - QUATRE CARRERES;2 - EN CORTS;;39.45527607052417, -0.37116167465764127
524;NEOBARCINO;4176;CARRER BÈRNIA 30ac;;10 - QUATRE CARRERES;2 - EN CORTS;;39.45403657221759, -0.3733503566772571
525;NEOBARCINO;4175;CARRER BÈRNIA 3;;10 - QUATRE CARRERES;2 - EN CORTS;;39.454506249725824, -0.37199912320773043
527;NEOBARCINO;4173;CARRERA FONTETA DE SANT LLUÍS 54ac;;10 - QUATRE CARRERES;2 - EN CORTS;;39.45503642644394, -0.37165579983975555
528;NEOBARCINO;4171;CARRERA FONTETA DE SANT LLUÍS 36ac;;10 - QUATRE CARRERES;2 - EN CORTS;;39.45588138846031, -0.3716128841867125
529;NEOBARCINO;4170;AVINGUDA DOCTOR WAKSMAN 37;;10 - QUATRE CARRERES;2 - EN CORTS;;39.45611747861683, -0.37145999838243765
532;NEOBARCINO;4167;AVINGUDA PLATA 43ac;;10 - QUATRE CARRERES;2 - EN CORTS;;39.45525802332653, -0.366916336197444
533;NEOBARCINO;4166;CARRER VIVONS 24;;2 - L'EIXAMPLE;1 - RUSSAFA;;39.46056545121843, -0.3718690352667013
536;NEOBARCINO;4162;CARRER VIVONS 32;;2 - L'EIXAMPLE;1 - RUSSAFA;;39.460166908414685, -0.3720187253655272
540;NEOBARCINO;4158;CARRER FRANCESC SEMPERE 5;;2 - L'EIXAMPLE;1 - RUSSAFA;;39.460733282004746, -0.37111348036365743
543;NEOBARCINO;4154;CARRER SORNÍ 7;;2 - L'EIXAMPLE;2 - EL PLA DEL REMEI;;39.47029564029644, -0.3688172587627828
544;NEOBARCINO;4153;CARRER COMTE DE SALVATIERRA 1ac;;2 - L'EIXAMPLE;2 - EL PLA DEL REMEI;;39.47113109914085, -0.36911498390702396
548;NEOBARCINO;4147;CARRER COMTE DE SALVATIERRA 29;;2 - L'EIXAMPLE;2 - EL PLA DEL REMEI;;39.469066762335935, -0.3676598854477041
549;NEOBARCINO;4146;CARRER CIRIL AMORÓS 44;;2 - L'EIXAMPLE;2 - EL PLA DEL REMEI;;39.46755023369775, -0.3708030713888134
551;NEOBARCINO;4279;PLAÇA MARE DE DÉU DEL LEPANT 26;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.429984577838454, -0.36342380043501704
552;NEOBARCINO;4277;PLAÇA MARE DE DÉU DEL LEPANT 20;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.42959198178361, -0.36350560804087634
558;NEOBARCINO;4271;PLAÇA FONT DE SANT AGUSTÍ 9;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.42409913578954, -0.3638449070231308
560;NEOBARCINO;4268;CARRER GLÒRIA 49;;19 - POBLATS DEL SUD;2 - CASTELLAR-L'OLIVERAL;;39.421948453011936, -0.3642579675280663
563;mediterraneo;4265;CARRER JUAN RAMON JIMÉNEZ 67;;10 - QUATRE CARRERES;3 - MALILLA;;39.45122833165992, -0.3735875009619533
565;mediterraneo;4263;CARRER JOSÉ ANDREU ALABARTA 36;;8 - PATRAIX;2 - SANT ISIDRE;;39.451946532725145, -0.4034155375826269
575;MEDITERRANEO;3203;CARRER MONT CARMEL 30;;15 - RASCANYA;2 - TORREFIEL;;39.49759502180904, -0.3745108409220251
576;MEDITERRANEO;3202;PLAÇA SANT JERONI 7ac;;15 - RASCANYA;2 - TORREFIEL;;39.497811308110975, -0.37449072396521127
578;MEDITERRANEO;3200;PLAÇA SANT JERONI 6;;15 - RASCANYA;2 - TORREFIEL;;39.49764676476635, -0.3743981874675894
581;MEDITERRANEO;3196;PLAÇA MÚSIC ESPÍ 1;;15 - RASCANYA;2 - TORREFIEL;;39.497433582485485, -0.37455375587208367
584;MEDITERRANEO;3193;CARRER MONT CARMEL 30;;15 - RASCANYA;2 - TORREFIEL;;39.49757018479403, -0.3747321227893973
585;MEDITERRANEO;3191;CARRER MONT CARMEL 30;;15 - RASCANYA;2 - TORREFIEL;;39.49760019623245, -0.37461544688111076
587;MEDITERRANEO;3189;PLAÇA SANT JERONI 7ac;;15 - RASCANYA;2 - TORREFIEL;;39.49777301809747, -0.3743941633500059
589;MEDITERRANEO;3187;PLAÇA MÚSIC ESPÍ 7ac;;15 - RASCANYA;2 - TORREFIEL;;39.497719205812544, -0.3731523015792936
592;MEDITERRANEO;3183;CARRER FRAY FRANCISCO CABEZAS 20;;15 - RASCANYA;2 - TORREFIEL;;39.49751223251728, -0.3727741102938848
598;MEDITERRANEO;3095;PLAÇA EMILI BEÜT I BELENGUER 1ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.48918997037109, -0.35706876518397407
599;MEDITERRANEO;3094;PLAÇA EMILI BEÜT I BELENGUER 1ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.48924068454629, -0.3570553533242066
601;MADERA;3091;CARRER ENGINYER ALBERTO OÑATE 3ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.4890181611553, -0.35616217805275985
602;MADERA;3090;CARRER ENGINYER ALBERTO OÑATE 1ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.48870869824547, -0.35621314072646754
605;MEDITERRANEO;3087;CARRER ENGINYER ALBERTO OÑATE 3ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.48918789953857, -0.35622386871898276
606;MADERA;3086;AVINGUDA VALLADOLID 33ac;;14 - BENIMACLET;1 - BENIMACLET;;39.48868605419552, -0.357735024920822
614;MADERA;3076;AVINGUDA VALLADOLID 31;;14 - BENIMACLET;1 - BENIMACLET;;39.4887315945826, -0.35811589846275477
615;MADERA;3075;AVINGUDA VALLADOLID 31;;14 - BENIMACLET;1 - BENIMACLET;;39.48876885459839, -0.35809980434569766
618;MADERA;3072;AVINGUDA VALLADOLID 38;;14 - BENIMACLET;1 - BENIMACLET;;39.48875850417821, -0.3583975297204019
619;PIEDRA;3070;AVINGUDA VALLADOLID 38;;14 - BENIMACLET;1 - BENIMACLET;;39.48878334363084, -0.35852895790362377
620;PIEDRA;3069;AVINGUDA VALLADOLID 27;;14 - BENIMACLET;1 - BENIMACLET;;39.48882888435282, -0.3585235944610603
621;MADERA;3068;AVINGUDA VALLADOLID 36ac;;14 - BENIMACLET;1 - BENIMACLET;;39.48879162420928, -0.358649657540411
623;MADERA;3066;CARRER MÚSIC HIPÒLIT MARTÍNEZ 16;;14 - BENIMACLET;2 - CAMI DE VERA;;39.48438297354774, -0.35387261632287553
624;MADERA;3065;CARRER MÚSIC HIPÒLIT MARTÍNEZ 16;;14 - BENIMACLET;2 - CAMI DE VERA;;39.484418166206666, -0.3538592048177002
625;NEOBARCINO;3917;CARRER AVE MARIA 1;;18 - POBLATS DE L'OEST;1 - BENIMAMET;;39.50102594526398, -0.4237945897661975
626;NEOBARCINO;3916;CARRER MARISCAL FOCH 16;;18 - POBLATS DE L'OEST;1 - BENIMAMET;;39.502415542383936, -0.42253314002170983
627;NEOBARCINO;3915;PLAÇA SERRA 1;;18 - POBLATS DE L'OEST;1 - BENIMAMET;;39.50244451610456, -0.42250631689632673
631;NEOBARCINO;3910;CARRER ARQUITECTE GILABERT 5;;18 - POBLATS DE L'OEST;1 - BENIMAMET;;39.50252259044179, -0.41685108301049256
634;NEOBARCINO;3907;CARRER REVEREND JOSÉ MARÍA PINAZO 30ac;;15 - RASCANYA;3 - SANT LLORENS;;39.48828683634418, -0.3645301010393862
637;BANCO NEOBARCINO;3904;CARRER POETA RICARD SANMARTÍ 20ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.489969189422744, -0.35776459416994877
639;MEDITERRANEO;3176;PLAÇA MÚSIC ESPÍ 10;;15 - RASCANYA;2 - TORREFIEL;;39.49677104355629, -0.3739093420548169
640;MEDITERRANEO;3175;CARRER MONT CARMEL 27;;15 - RASCANYA;2 - TORREFIEL;;39.49666031161906, -0.37446053596129886
641;MEDITERRANEO;3174;PLAÇA MÚSIC ESPÍ 13;;15 - RASCANYA;2 - TORREFIEL;;39.49664271924571, -0.3742030429575161
647;MEDITERRANEO;3167;PLAÇA MÚSIC ESPÍ 2;;15 - RASCANYA;2 - TORREFIEL;;39.49686625232312, -0.3744216437019073
648;MEDITERRANEO;3166;CARRER MONT CARMEL 29;;15 - RASCANYA;2 - TORREFIEL;;39.49676897419073, -0.3744390779085043
649;MEDITERRANEO;3165;CARRER MONT CARMEL 29;;15 - RASCANYA;2 - TORREFIEL;;39.496798985730514, -0.374436395768739
652;MADERA;3161;AVINGUDA CATALUNYA 17ac;;14 - BENIMACLET;1 - BENIMACLET;;39.480789683561824, -0.3535864789314144
653;MADERA;3160;AVINGUDA CATALUNYA 17ac;;14 - BENIMACLET;1 - BENIMACLET;;39.4804853585675, -0.35398344546598837
654;MADERA;3159;AVINGUDA CATALUNYA 17ac;;14 - BENIMACLET;1 - BENIMACLET;;39.48026384330703, -0.35410012177289585
660;MEDITERRANEO;3152;AVINGUDA CATALUNYA 17ac;;14 - BENIMACLET;1 - BENIMACLET;;39.480727576033594, -0.35361866555403937
662;MEDITERRANEO;3150;CARRER DOCTOR VICENT ZARAGOZÀ 74B;;14 - BENIMACLET;1 - BENIMACLET;;39.48277161233902, -0.35715196661653115
666;MEDITERRANEO;3146;CARRER DOCTOR VICENT ZARAGOZÀ 74B;;14 - BENIMACLET;1 - BENIMACLET;;39.482824401948605, -0.35712246242903173
668;MEDITERRANEO;3144;CARRER GUÀRDIA CIVIL 19;;14 - BENIMACLET;1 - BENIMACLET;;39.482587367333586, -0.357420187487254
671;MEDITERRANEO;3140;CARRER REIAL ACADEMIA DE CULTURA VALENCIANA 2ac;;14 - BENIMACLET;1 - BENIMACLET;;39.482609104059634, -0.35718281181670575
673;MEDITERRANEO;3138;CARRER GUÀRDIA CIVIL 19;;14 - BENIMACLET;1 - BENIMACLET;;39.48228719072359, -0.3577152304676125
674;MEDITERRANEO;3137;CARRER GUÀRDIA CIVIL 19;;14 - BENIMACLET;1 - BENIMACLET;;39.48231720832666, -0.35776485149538495
681;MEDITERRANEO;3129;CARRER GUÀRDIA CIVIL 21;;14 - BENIMACLET;1 - BENIMACLET;;39.48162472839326, -0.35666916904979595
682;MEDITERRANEO;3127;CARRER GUÀRDIA CIVIL 21;;14 - BENIMACLET;1 - BENIMACLET;;39.48172927340003, -0.3568140080882016
686;PIEDRA;3123;CARRER GUÀRDIA CIVIL 21;;14 - BENIMACLET;1 - BENIMACLET;;39.481482800473906, -0.3565940671433355
693;ROMANTICO;3117;CARRER GUÀRDIA CIVIL 22;;14 - BENIMACLET;1 - BENIMACLET;;39.480841032003546, -0.3559275378314089
695;ROMANTICO;3114;CARRER GUÀRDIA CIVIL 23;;14 - BENIMACLET;1 - BENIMACLET;;39.48094764875139, -0.3557464884710744
697;ROMANTICO;3112;CARRER GUÀRDIA CIVIL 23;;14 - BENIMACLET;1 - BENIMACLET;;39.480824470184785, -0.3555949442147558
698;ROMANTICO;3111;PLAÇA EMILI BEÜT I BELENGUER 11ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.48959775488859, -0.3569038092198573
708;MEDITERRANEO;3099;PLAÇA EMILI BEÜT I BELENGUER 1ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.48923964965217, -0.35698561687533326
711;MEDITERRANEO;3234;CAMÍ MONTCADA 93;;16 - BENICALAP;1 - BENICALAP;;39.49476092135994, -0.3816444074625058
713;MEDITERRANEO;3232;CAMÍ MONTCADA 93;;16 - BENICALAP;1 - BENICALAP;;39.494715385543614, -0.3818187518578716
715;METAL;3230;CARRER PEDRO CABANES 79ac;;15 - RASCANYA;2 - TORREFIEL;;39.49430142109972, -0.3788763686678228
718;METAL;3226;PLAÇA BISBE LAGUARDA 9;;15 - RASCANYA;2 - TORREFIEL;;39.49462638376131, -0.3789849978837324
719;METAL;3225;PLAÇA BISBE LAGUARDA 10;;15 - RASCANYA;2 - TORREFIEL;;39.49464294193207, -0.3788951438621098
720;METAL;3224;PLAÇA BISBE LAGUARDA 10;;15 - RASCANYA;2 - TORREFIEL;;39.4946626052101, -0.37878651444486783
725;METAL;3218;CARRER PEDRO CABANES 79ac;;15 - RASCANYA;2 - TORREFIEL;;39.49435834167661, -0.3788361345990951
727;METAL;3216;PLAÇA BISBE LAGUARDA 9;;15 - RASCANYA;2 - TORREFIEL;;39.49447011230746, -0.37904534728704237
728;MEDITERRANEO;3214;CARRER SANTIAGO RUSIÑOL 1;;15 - RASCANYA;1 - ELS ORRIOLS;;39.49784581339668, -0.37143192306793077
731;MEDITERRANEO;3209;CARRER RIOJA 7;;15 - RASCANYA;2 - TORREFIEL;;39.49847029963944, -0.37567520017456935
733;MEDITERRANEO;3206;PLAÇA MÚSIC ESPÍ 1;;15 - RASCANYA;2 - TORREFIEL;;39.49722143408573, -0.37468384246645886
743;MEDITERRANEO;3061;AVINGUDA CATALUNYA 13;;14 - BENIMACLET;1 - BENIMACLET;;39.47936737486089, -0.35468265258086606
748;MEDITERRANEO;3054;;;15 - RASCANYA;2 - TORREFIEL;;39.498400843135244, -0.3721736625581838
749;MADERA;3053;CARRER SANTIAGO RUSIÑOL 1;;15 - RASCANYA;2 - TORREFIEL;;39.49811832781077, -0.3715661421308574
755;MEDITERRANEO;3016;PLAÇA SALVADOR ALLENDE 6;;15 - RASCANYA;2 - TORREFIEL;;39.494995089585935, -0.3739546274239582
759;MEDITERRANEO;3011;AVINGUDA DOCTOR PESET ALEIXANDRE 48;;15 - RASCANYA;2 - TORREFIEL;;39.49131860825465, -0.3778871008207824
760;MEDITERRANEO;3010;AVINGUDA DOCTOR PESET ALEIXANDRE 46;;15 - RASCANYA;2 - TORREFIEL;;39.491348622173305, -0.3777503081687235
761;ROMANTICO;3009;CAMÍ MONTCADA 50;;15 - RASCANYA;2 - TORREFIEL;;39.491523529624665, -0.37866418320738127
765;MEDITERRANEO;3004;CARRER FÉLIX DEL RÍO (ACTIVISTA VEÏNAL) 18ac;;15 - RASCANYA;2 - TORREFIEL;;39.49181021199651, -0.380836492499456
766;MEDITERRANEO;3003;CARRER FÉLIX DEL RÍO (ACTIVISTA VEÏNAL) 20ac;;15 - RASCANYA;2 - TORREFIEL;;39.49177398910376, -0.3809464629895474
767;MEDITERRANEO;3002;CARRER FÉLIX DEL RÍO (ACTIVISTA VEÏNAL) 26;;15 - RASCANYA;2 - TORREFIEL;;39.49163737541012, -0.38153520757148096
776;MEDITERRANEO;2991;AVINGUDA JOAN XXIII 16;;15 - RASCANYA;2 - TORREFIEL;;39.491743975590914, -0.38248739177258384
777;ROMANTICO;2989;AVINGUDA JOAN XXIII 4;;15 - RASCANYA;2 - TORREFIEL;;39.49071936460154, -0.3821051773831706
778;MEDITERRANEO;2903;CAMÍ VELL GODELLA 19;;16 - BENICALAP;1 - BENICALAP;;39.497147932039844, -0.38325869808854424
780;MEDITERRANEO;2900;CAMÍ VELL GODELLA 19;;16 - BENICALAP;1 - BENICALAP;;39.497200711290766, -0.38333648198422243
785;MADERA;2894;PLAÇA VICENT BADIA I MARIN (CRONISTA VALENCIA) 3ac;;16 - BENICALAP;1 - BENICALAP;;39.497820595372055, -0.38197928425446387
786;MADERA;2893;PLAÇA VICENT BADIA I MARIN (CRONISTA VALENCIA) 3ac;;16 - BENICALAP;1 - BENICALAP;;39.49783818880844, -0.3818934542010205
794;MADERA;2884;PLAÇA VICENT BADIA I MARIN (CRONISTA VALENCIA) 2ac;;16 - BENICALAP;1 - BENICALAP;;39.49770676079436, -0.3820664571737354
797;MEDITERRANEO;2880;CARRER ALEMANY 24;;15 - RASCANYA;2 - TORREFIEL;;39.49750806105112, -0.3775373168949461
798;MEDITERRANEO;2879;CARRER ALEMANY 18;;15 - RASCANYA;2 - TORREFIEL;;39.4975391073613, -0.3774018659991619
804;MEDITERRANEO;2871;CARRER RIU BIDASOA 2;;15 - RASCANYA;2 - TORREFIEL;;39.49845495734256, -0.3765650159995024
807;MEDITERRANEO;2868;AVINGUDA GERMANS MACHADO 87;;15 - RASCANYA;2 - TORREFIEL;;39.4984653058455, -0.3760406441814063
809;MEDITERRANEO;2865;CARRER DAROCA 7;;15 - RASCANYA;1 - ELS ORRIOLS;;39.49661174144094, -0.3691404061396498
814;MEDITERRANEO;2860;CAMÍ ALQUERIA D´ALBORS 5;;15 - RASCANYA;1 - ELS ORRIOLS;;39.49662209060336, -0.36895667413230515
815;MEDITERRANEO;2858;CAMÍ ALQUERIA D´ALBORS 6;;15 - RASCANYA;1 - ELS ORRIOLS;;39.496671765239455, -0.3687970826667583
816;MEDITERRANEO;2857;CAMÍ ALQUERIA D´ALBORS 6;;15 - RASCANYA;1 - ELS ORRIOLS;;39.49669142724221, -0.368869503176105
819;MEDITERRANEO;2854;CARRER SANTIAGO RUSIÑOL 15;;15 - RASCANYA;1 - ELS ORRIOLS;;39.49677214773106, -0.3691082193577897
821;MEDITERRANEO;2851;CARRER DUC DE MANDAS 27;;15 - RASCANYA;1 - ELS ORRIOLS;;39.493850138821294, -0.3694134479802018
828;MEDITERRANEO;2983;CARRER GAYANO LLUCH 28;;15 - RASCANYA;2 - TORREFIEL;;39.49276995893573, -0.3813373736830907
830;MEDITERRANEO;2981;CARRER GAYANO LLUCH 30;;15 - RASCANYA;2 - TORREFIEL;;39.49303179723691, -0.38143259236922117
832;MEDITERRANEO;2979;CARRER DOMÉNEC GÓMEZ 29;;15 - RASCANYA;2 - TORREFIEL;;39.492764783975524, -0.38146343816623074
833;MEDITERRANEO;2978;CARRER GAYANO LLUCH 32;;15 - RASCANYA;2 - TORREFIEL;;39.4932429238629, -0.38156133812085896
844;MEDITERRANEO;2965;CAMÍ MONTCADA 96;;16 - BENICALAP;1 - BENICALAP;;39.49481728516477, -0.38066440399316803
847;MEDITERRANEO;2961;CARRER RAFAEL COMPANY (FARMACÈUTIC) 2;;16 - BENICALAP;1 - BENICALAP;;39.49517639686258, -0.3808360651173439
848;MEDITERRANEO;2960;CAMÍ MONTCADA 123ac;;16 - BENICALAP;1 - BENICALAP;;39.49622060387183, -0.38115793018721533
849;MEDITERRANEO;2959;CARRER RIU NERVIÓN 2;;16 - BENICALAP;1 - BENICALAP;;39.496210255083454, -0.3813269086585744
853;MEDITERRANEO;2954;CARRER RIU NERVIÓN 1;;16 - BENICALAP;1 - BENICALAP;;39.496099521902494, -0.38128533550753047
