gid;Modelo;Num. Banco;Emplazamiento;Num. Policia;Distrito;Barrio;Año Instalacion;geo_point_2d
675;MEDITERRANEO;3135;CARRER GUÀRDIA CIVIL 20;;14 - BENIMACLET;1 - BENIMACLET;;39.481794484875934, -0.3571989052411593
676;MEDITERRANEO;3134;CARRER GUÀRDIA CIVIL 21;;14 - BENIMACLET;1 - BENIMACLET;;39.48189592474307, -0.35704333642001473
677;MEDITERRANEO;3133;CARRER GUÀRDIA CIVIL 20;;14 - BENIMACLET;1 - BENIMACLET;;39.481996328748316, -0.3571801293929411
678;MEDITERRANEO;3132;CARRER GUÀRDIA CIVIL 20;;14 - BENIMACLET;1 - BENIMACLET;;39.48150776184413, -0.35681132559084444
680;MEDITERRANEO;3130;CARRER GUÀRDIA CIVIL 20;;14 - BENIMACLET;1 - BENIMACLET;;39.4816185175987, -0.3569628708307791
684;MADERA;3125;CARRER VICENT BARRERA CAMBRA 3ac;;14 - BENIMACLET;1 - BENIMACLET;;39.48128509437248, -0.356632958643809
685;MADERA;3124;CARRER VICENT BARRERA CAMBRA 3ac;;14 - BENIMACLET;1 - BENIMACLET;;39.481338920602525, -0.35667453291751694
687;PIEDRA;3121;CARRER GUÀRDIA CIVIL 22;;14 - BENIMACLET;1 - BENIMACLET;;39.48122816416007, -0.3564465459237434
689;PIEDRA;3119;CARRER VICENT BARRERA CAMBRA 6ac;;14 - BENIMACLET;1 - BENIMACLET;;39.48139688605613, -0.3563191410471315
704;MEDITERRANEO;3104;PLAÇA EMILI BEÜT I BELENGUER 7ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.48929139866012, -0.35711033940534914
705;MEDITERRANEO;3103;PLAÇA EMILI BEÜT I BELENGUER 3ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.489049211595365, -0.357104974441551
707;MEDITERRANEO;3100;PLAÇA EMILI BEÜT I BELENGUER 1ac;;14 - BENIMACLET;2 - CAMI DE VERA;;39.48929553871714, -0.35697891041654795
712;MEDITERRANEO;3233;CAMÍ MONTCADA 93;;16 - BENICALAP;1 - BENICALAP;;39.49473608355239, -0.3817262151265084
716;METAL;3229;CARRER PEDRO CABANES 79ac;;15 - RASCANYA;2 - TORREFIEL;;39.49427037375577, -0.3787878552621148
723;METAL;3220;PLAÇA BISBE LAGUARDA 9;;15 - RASCANYA;2 - TORREFIEL;;39.494515647992486, -0.3790359597274509
724;METAL;3219;CARRER PEDRO CABANES 79ac;;15 - RASCANYA;2 - TORREFIEL;;39.49433557331308, -0.37878651429209437
729;MEDITERRANEO;3213;AVINGUDA CONSTITUCIÓ 249ac;;15 - RASCANYA;1 - ELS ORRIOLS;;39.49753845915529, -0.3707975804047474
730;MEDITERRANEO;3210;AVINGUDA GERMANS MACHADO 81ac;;15 - RASCANYA;2 - TORREFIEL;;39.498604830264306, -0.37549951534713333
732;MEDITERRANEO;3207;PLAÇA MÚSIC ESPÍ 1;;15 - RASCANYA;2 - TORREFIEL;;39.49726075945078, -0.37465299694365684
734;BANCO NEOBARCINO;3902;CARRER MURTA 36ac;;14 - BENIMACLET;1 - BENIMACLET;;39.485668730237585, -0.354129936439243
736;BANCO NEOBARCINO;3900;CARRER MASQUEFA 64;;14 - BENIMACLET;2 - CAMI DE VERA;;39.492563572801444, -0.35823494845858783
739;BANCO NEOBARCINO;3896;CARRER EMILI BARÓ 70;;14 - BENIMACLET;2 - CAMI DE VERA;;39.48962929931325, -0.35984430742269063
740;MADERA;3064;CARRER MÚSIC HIPÒLIT MARTÍNEZ 16;;14 - BENIMACLET;2 - CAMI DE VERA;;39.484444042542414, -0.35381092522858626
741;MADERA;3063;CARRER MÚSIC HIPÒLIT MARTÍNEZ 16;;14 - BENIMACLET;2 - CAMI DE VERA;;39.484456462951144, -0.3537559409926091
746;ROMANTICO;3058;CARRER DOCTOR VICENT ZARAGOZÀ 78;;14 - BENIMACLET;1 - BENIMACLET;;39.48291987232452, -0.35553023016605984
753;MEDITERRANEO;3049;CARRER MONT CARMEL 36ac;;15 - RASCANYA;2 - TORREFIEL;;39.499170769480045, -0.375543858314235
754;MEDITERRANEO;3048;CARRER SANT DOMÉNEC SAVIO 89ac;;15 - RASCANYA;2 - TORREFIEL;;39.499198710475184, -0.37594484807278095
758;MEDITERRANEO;3012;AVINGUDA DOCTOR PESET ALEIXANDRE 50;;15 - RASCANYA;2 - TORREFIEL;;39.4912937696147, -0.37800780014884955
762;ROMANTICO;3008;CAMÍ MONTCADA 48;;15 - RASCANYA;2 - TORREFIEL;;39.49139312583697, -0.3785931048624634
763;MEDITERRANEO;3006;CARRER FÉLIX DEL RÍO (ACTIVISTA VEÏNAL) 17ac;;15 - RASCANYA;2 - TORREFIEL;;39.49171085687241, -0.3807882130657575
769;MEDITERRANEO;2999;AVINGUDA JOAN XXIII 44;;16 - BENICALAP;1 - BENICALAP;;39.4941439880554, -0.3833684978882531
770;MEDITERRANEO;2998;AVINGUDA JOAN XXIII 40;;16 - BENICALAP;1 - BENICALAP;;39.49374554385924, -0.38321427051807466
772;MEDITERRANEO;2996;AVINGUDA JOAN XXIII 34;;15 - RASCANYA;2 - TORREFIEL;;39.49310388879393, -0.3829768955796916
773;MEDITERRANEO;2995;AVINGUDA JOAN XXIII 30;;15 - RASCANYA;2 - TORREFIEL;;39.49269198481819, -0.38283742075084487
774;MEDITERRANEO;2994;AVINGUDA JOAN XXIII 30;;15 - RASCANYA;2 - TORREFIEL;;39.492658866466066, -0.38282400961951857
775;MEDITERRANEO;2992;AVINGUDA JOAN XXIII 18;;15 - RASCANYA;2 - TORREFIEL;;39.49200167786196, -0.38257724594937415
781;MEDITERRANEO;2899;CAMÍ VELL GODELLA 19;;16 - BENICALAP;1 - BENICALAP;;39.49723589635229, -0.38284027419560507
782;MEDITERRANEO;2898;CAMÍ VELL GODELLA 19;;16 - BENICALAP;1 - BENICALAP;;39.49722451302202, -0.3828912352460379
787;MADERA;2892;PLAÇA VICENT BADIA I MARIN (CRONISTA VALENCIA) 9ac;;16 - BENICALAP;1 - BENICALAP;;39.497512206291034, -0.38184383309793213
789;MADERA;2890;PLAÇA VICENT BADIA I MARIN (CRONISTA VALENCIA) 10ac;;16 - BENICALAP;1 - BENICALAP;;39.497478056083416, -0.38199001375535147
793;MADERA;2885;PLAÇA VICENT BADIA I MARIN (CRONISTA VALENCIA) 10ac;;16 - BENICALAP;1 - BENICALAP;;39.49759706492514, -0.3820154942265325
795;MEDITERRANEO;2883;CARRER ERUDIT PAGÉS 18;;15 - RASCANYA;2 - TORREFIEL;;39.49525027635561, -0.3787697927011758
799;MEDITERRANEO;2877;CARRER VILA DE MANUEL 1ac;;15 - RASCANYA;2 - TORREFIEL;;39.49812690840657, -0.37712157512219474
802;MEDITERRANEO;2873;CARRER RIU BIDASOA 11ac;;15 - RASCANYA;2 - TORREFIEL;;39.498108281175625, -0.377489036976603
803;MEDITERRANEO;2872;CARRER RIU BIDASOA 7;;15 - RASCANYA;2 - TORREFIEL;;39.49825833517883, -0.37690431580076716
806;MEDITERRANEO;2869;AVINGUDA GERMANS MACHADO 83ac;;15 - RASCANYA;2 - TORREFIEL;;39.498504630539415, -0.37585825389781236
808;OTROS;2867;CARRER SANTIAGO RUSIÑOL 29Bac;;15 - RASCANYA;3 - SANT LLORENS;;39.493840278637514, -0.3642292813964203
810;MEDITERRANEO;2864;CARRER SANT JOAN BOSCO 94;;15 - RASCANYA;1 - ELS ORRIOLS;;39.49664175309581, -0.369214166508343
812;MEDITERRANEO;2862;CARRER DAROCA 7;;15 - RASCANYA;1 - ELS ORRIOLS;;39.496578625884574, -0.36901300057910696
817;MEDITERRANEO;2856;CAMÍ ALQUERIA D´ALBORS 5;;15 - RASCANYA;1 - ELS ORRIOLS;;39.49671212492139, -0.3689432637168586
818;MEDITERRANEO;2855;CAMÍ ALQUERIA D´ALBORS 4;;15 - RASCANYA;1 - ELS ORRIOLS;;39.49675248522253, -0.36904384634242626
822;MEDITERRANEO;2850;PLAÇA GLORIA FUERTES (ESCRIPTORA) 15ac;;15 - RASCANYA;1 - ELS ORRIOLS;;39.491837189196616, -0.37091682582613306
825;ROMANTICO;2987;AVINGUDA JOAN XXIII 2ac;;15 - RASCANYA;2 - TORREFIEL;;39.4905775747372, -0.38206360279348545
826;MEDITERRANEO;2986;AVINGUDA DOCTOR PESET ALEIXANDRE 74;;15 - RASCANYA;2 - TORREFIEL;;39.49068935112105, -0.38072920461019055
836;MEDITERRANEO;2974;CAMÍ MONTCADA 93;;16 - BENICALAP;1 - BENICALAP;;39.49439297165163, -0.38146504259470776
840;MEDITERRANEO;2969;CAMÍ MONTCADA 92;;16 - BENICALAP;1 - BENICALAP;;39.49452544054851, -0.38056382024250535
843;MEDITERRANEO;2966;CAMÍ MONTCADA 92;;16 - BENICALAP;1 - BENICALAP;;39.49469723541778, -0.3806147827703262
845;MEDITERRANEO;2964;CAMÍ MONTCADA 96;;16 - BENICALAP;1 - BENICALAP;;39.49487110020942, -0.3806818382203619
846;MEDITERRANEO;2963;CAMÍ MONTCADA 96;;16 - BENICALAP;1 - BENICALAP;;39.49491974043214, -0.3807059782369508
852;MEDITERRANEO;2955;CARRER RIU NERVIÓN 2;;16 - BENICALAP;1 - BENICALAP;;39.49614505747194, -0.38126790039963543
854;MEDITERRANEO;2953;CARRER RIU NERVIÓN 3;;16 - BENICALAP;1 - BENICALAP;;39.49606433606265, -0.3813041098760838
860;MEDITERRANEO;2946;CARRER RIU NERVIÓN 6;;16 - BENICALAP;1 - BENICALAP;;39.49611504504121, -0.3817453338620387
864;MEDITERRANEO;2941;CARRER RIU NERVIÓN 6;;16 - BENICALAP;1 - BENICALAP;;39.49604570776193, -0.3819612512651916
866;MEDITERRANEO;2939;CARRER RIU NERVIÓN 6;;16 - BENICALAP;1 - BENICALAP;;39.49608192870542, -0.3817721557865569
868;MEDITERRANEO;2936;CARRER RIU NERVIÓN 11;;16 - BENICALAP;1 - BENICALAP;;39.49589461403227, -0.3822080143429515
869;MEDITERRANEO;2935;CARRER RIU NERVIÓN 6;;16 - BENICALAP;1 - BENICALAP;;39.496051917065415, -0.3821382773549094
875;MADERA;2929;CARRER SANT DOMÉNEC SAVIO 74;;15 - RASCANYA;2 - TORREFIEL;;39.49652531147484, -0.3757439298170709
877;MEDITERRANEO;2927;CARRER SANT DOMÉNEC SAVIO 72;;15 - RASCANYA;2 - TORREFIEL;;39.496255207656795, -0.3756634638260115
878;MEDITERRANEO;2925;CARRER SANT DOMÉNEC SAVIO 76;;15 - RASCANYA;2 - TORREFIEL;;39.49660189264168, -0.375792209555721
887;MRDITERRANEO;2915;CARRER JACOMART 9;;15 - RASCANYA;2 - TORREFIEL;;39.49689683291267, -0.3755977495999742
888;ROMANTICO;2914;CARRER JACOMART 7;;15 - RASCANYA;2 - TORREFIEL;;39.49705309882371, -0.3754260880205131
889;ROMANTICO;2913;CARRER JACOMART 7;;15 - RASCANYA;2 - TORREFIEL;;39.497036541584286, -0.375505213376631
891;ROMANTICO;2910;CARRER SANT DOMÉNEC SAVIO 65;;15 - RASCANYA;2 - TORREFIEL;;39.49698893706778, -0.37572113123636963
899;MEDITERRANEO;3044;SENDA PEROLO 2;;15 - RASCANYA;2 - TORREFIEL;;39.49910971356462, -0.3783481078482713
900;MEDITERRANEO;3043;CARRER COMTE DE TORREFIEL 95ac;;15 - RASCANYA;2 - TORREFIEL;;39.499129375922635, -0.3778974959975889
912;MEDITERRANEO;3027;CARRER FALCONS 2;;15 - RASCANYA;2 - TORREFIEL;;39.49462666296466, -0.37288174457527984
915;MEDITERRANEO;3023;PLAÇA SALVADOR ALLENDE 6;;15 - RASCANYA;2 - TORREFIEL;;39.49493506579162, -0.3740310710977918
924;MEDITERRANEO;3589;PLAÇA PATRAIX 15ac;;8 - PATRAIX;1 - PATRAIX;;39.463030863505544, -0.3922836417598266
928;MEDITERRANEO;3584;PLAÇA PATRAIX 21;;8 - PATRAIX;1 - PATRAIX;;39.462501782822784, -0.3917083079826744
930;mediterraneo;3582;AVINGUDA TARONGERS 36ac;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.47512746557044, -0.329841172248409
936;mediterraneo;3575;CARRER DÉNIA 37;;2 - L'EIXAMPLE;1 - RUSSAFA;;39.462972270590235, -0.37510967455622074
937;mediterraneo;3574;CARRER BARRACA 141;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.46902470532226, -0.32917826371593045
938;mediterraneo;3573;CARRER BARRACA 139;;11 - POBLATS MARITIMS;2 - CABANYAL-CANYAMELAR;;39.46889736474258, -0.3292010618564965
943;mediterraneo;3567;AVINGUDA JESÚS MORANTE BORRÁS 144;;10 - QUATRE CARRERES;6 - LA PUNTA;;39.44430815502926, -0.34390934825707614
946;PIEDRA;3355;CARRER DOCTOR JOSEP JUAN DÒMINE 6;;11 - POBLATS MARITIMS;1 - EL GRAU;;39.46079462152598, -0.33268823101873246
947;PIEDRA;3354;CARRER DOCTOR JOSEP JUAN DÒMINE 5;;11 - POBLATS MARITIMS;1 - EL GRAU;;39.46073767392158, -0.332763332787779
956;ROMANTICO;3343;CARRER CAMPILLO DE ALTOBUEY 20;;11 - POBLATS MARITIMS;4 - BETERO;;39.4759698170614, -0.3355704413789575
965;MEDITERRANEO;3333;CARRER JOSE MARIA HARO (MAGISTRAT) 63;;13 - ALGIROS;5 - LA CARRASCA;;39.4736770836677, -0.3374087074772234
968;MEDITERRANEO;3329;CARRER LUCIO DEL VALLE 2;;13 - ALGIROS;5 - LA CARRASCA;;39.475481450629246, -0.336347894892155
969;MEDITERRANEO;3328;CARRER CAMPILLO DE ALTOBUEY 16;;13 - ALGIROS;5 - LA CARRASCA;;39.47585411892168, -0.33616952790129623
976;ROMANTICO;3320;CARRER PINTOR DALMAU 8;;11 - POBLATS MARITIMS;4 - BETERO;;39.47378035136922, -0.3344845961244032
982;ROMANTICO;3313;CARRER ACTOR MAURI 8;;11 - POBLATS MARITIMS;4 - BETERO;;39.47341388250399, -0.33505646166905284
987;MADERA;3306;CAMÍ CABANYAL 54ac;;11 - POBLATS MARITIMS;4 - BETERO;;39.47275080398149, -0.33428130303780607
990;MADERA;3302;CARRER MARÍ BLAS DE LEZO 49ac;;11 - POBLATS MARITIMS;4 - BETERO;;39.47233153287836, -0.3343255604551435
994;METALICO;3440;CARRER AMISTAT 4;;13 - ALGIROS;3 - L'AMISTAT;;39.474144253726216, -0.3519873501639902
995;METALICO;3438;CARRER DOCTOR MODEST COGOLLOS 5ac;;13 - ALGIROS;3 - L'AMISTAT;;39.474330592115734, -0.35189347231628104
998;METALICO;3435;CARRER DOCTOR MODEST COGOLLOS 5ac;;13 - ALGIROS;3 - L'AMISTAT;;39.474399951275444, -0.3518264178981254
2504;;1638;PLAÇA ENRIC GRANADOS 11;;8 - PATRAIX;1 - PATRAIX;;39.462021861087045, -0.3945546571508095
2511;;1630;CARRER PIUS XI 6;;8 - PATRAIX;1 - PATRAIX;;39.459760260125954, -0.3925236002597746
2513;;1626;CARRER CONCA 119;;8 - PATRAIX;1 - PATRAIX;;39.460580314347524, -0.39135952123926543
2520;;1617;CARRER PIUS XI 11;;8 - PATRAIX;1 - PATRAIX;;39.45928396211186, -0.39277975143090216
2523;;1613;CARRER PIUS XI 23;;8 - PATRAIX;4 - SAFRANAR;;39.458397623715356, -0.39373864128277225
2524;;1611;CARRER PIUS XI 16ac;;8 - PATRAIX;4 - SAFRANAR;;39.45893501974856, -0.39342213992718733
2531;;1599;CARRER ARXIDUC CARLES 40ac;;8 - PATRAIX;3 - VARA DE QUART;;39.4628533949248, -0.39778363311669346
2533;;1597;CARRER ARXIDUC CARLES 40ac;;8 - PATRAIX;3 - VARA DE QUART;;39.46291551740017, -0.39786141857115925
2537;;1592;CARRER JOSÉ MARÍA MORTES LERMA 4ac;;8 - PATRAIX;3 - VARA DE QUART;;39.46290930580467, -0.39753150628998346
2539;MEDITERRANEO;1515;CARRER EDUARD BOSCÀ 4;;6 - EL PLA DEL REAL;2 - MESTALLA;;39.46681472912652, -0.356785865410705
2546;MEDITERRANEO;1497;CARRER RUBÉN VELA 47;;10 - QUATRE CARRERES;2 - EN CORTS;;39.45368329267871, -0.37273317179114573
2548;MEDITERRANEO;1495;AVINGUDA DOCTOR WAKSMAN 71;;10 - QUATRE CARRERES;2 - EN CORTS;;39.45532455321728, -0.36756074752047363
2549;MEDITERRANEO;1492;AVINGUDA DOCTOR WAKSMAN 63;;10 - QUATRE CARRERES;2 - EN CORTS;;39.4554911281289, -0.3683439458229879
2551;MEDITERRANEO;1490;CARRER SEVERIANO GOIG 6;;10 - QUATRE CARRERES;5 - NA ROVELLA;;39.455723573076575, -0.3642504427408592
2553;MEDITERRANEO;1484;AVINGUDA AMAT GRANELL MESADO (MILITAR) 62;;10 - QUATRE CARRERES;5 - NA ROVELLA;;39.45515316530945, -0.36246306288348185
2556;MEDITERRANEO;1479;CARRER LLUÍS OLIAG 67ac;;10 - QUATRE CARRERES;1 - MONT-OLIVET;;39.46136643960044, -0.3617703213501201
2557;MEDITERRANEO;1477;CARRER LLUÍS OLIAG 65ac;;10 - QUATRE CARRERES;1 - MONT-OLIVET;;39.46119693132143, -0.3624219148167344
2565;MEDITERRANEO;1449;AVINGUDA CID 120;;7 - L'OLIVERETA;1 - NOU MOLES;;39.46989752432922, -0.4045273870240038
2567;MEDITERRANEO;1444;CARRER PINTOR STOLZ 75;;7 - L'OLIVERETA;1 - NOU MOLES;;39.470286145700015, -0.4045359379103271
2573;VVVV;2071;CARRER PERIODISTA AZZATI 2ac;;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.46954258466298, -0.37758346506839385
2576;MEDITERRANEO;182;CARRER JAUME ROIG 2ac;0;6 - EL PLA DEL REAL;4 - CIUTAT UNIVERSITARIA;;39.47982453138116, -0.3646947051606212
2581;MEDITERRANEO;199;CARRER JAUME ROIG 17ac;14;6 - EL PLA DEL REAL;3 - JAUME ROIG;;39.48171057185617, -0.36376021741874215
2585;ROMANTICO;173;CARRER BATXILLER 31;31;6 - EL PLA DEL REAL;3 - JAUME ROIG;;39.481021033514764, -0.36028285032958235
2592;ROMANTICO;1674;CARRER ARXIDUC CARLES 10;;8 - PATRAIX;1 - PATRAIX;;39.46640683420589, -0.3935189663582179
2597;ROMANTICO;1668;CARRER ÉNGUERA 19;;8 - PATRAIX;1 - PATRAIX;;39.46630713724453, -0.3946608267913993
2600;MEDITERRANEO;1665;CARRER ARXIDUC CARLES 39;;7 - L'OLIVERETA;3 - TRES FORQUES;;39.465372170880464, -0.3947134901640896
2603;OTROS;669;PLAÇA PINAZOS 2;0;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.470023220943126, -0.3710097869693847
2606;PIEDRA;655;CARRER COLÓN 43;43;1 - CIUTAT VELLA;6 - SANT FRANCESC;;39.471077661351394, -0.36964972164700877
2607;PIEDRA;1042;CARRER CARABASSES 4ac;0;1 - CIUTAT VELLA;5 - EL MERCAT;;39.47280434078789, -0.3778228514828574
2610;PIEDRA;1039;CARRER SANT VICENT MÀRTIR 8ac;8;1 - CIUTAT VELLA;5 - EL MERCAT;;39.47299099540616, -0.37628744960237537
2617;PIEDRA;991;CARRER BLANQUERIA 2;1;1 - CIUTAT VELLA;3 - EL CARME;;39.479423717696136, -0.37627968771904813
2622;SILLA MEDITERRANEO;1097;PLAÇA COMTE DEL REAL 4ac;0;1 - CIUTAT VELLA;1 - LA SEU;;39.476976951832484, -0.37346037343916394
2628;;5571;CARRER MARIA CARBONELL (MESTRA), 1;;11 - POBLATS MARITIMS;3 - LA MALVA-ROSA;;39.479676090225944, -0.3295295756490295
2630;;5573;CARRER VICENT LA RODA, 12;;11 - POBLATS MARITIMS;3 - LA MALVA-ROSA;;39.48034271225206, -0.3311040330583225
2632;;5360;AVINGUDA BURJASSOT, 139;;16 - BENICALAP;1 - BENICALAP;2022;39.49111906297733, -0.39217100325427023
2636;;5362;AVINGUDA BURJASSOT, 161;;16 - BENICALAP;1 - BENICALAP;;39.49191804850748, -0.39299175962059435
2642;mediterraneo;5589;CARRER VENERABLE ANYÉS, 16;;8 - PATRAIX;1 - PATRAIX;;39.46325958259844, -0.39374895803008636
2643;;6223;CARRER SARRIÓN, 15ac;;5 - LA SAIDIA;4 - TORMOS;;39.488094900415625, -0.3781788869172623
2645;;6225;CARRER MARIE CURIE (CIENTÍFICA), 13ac;;5 - LA SAIDIA;4 - TORMOS;;39.49057059206419, -0.37701246942064753
2647;;6227;CARRER FRANCESC TÀRREGA, 3;;5 - LA SAIDIA;4 - TORMOS;;39.48921194883416, -0.38530377784715597
2653;;6233;CARRER DOCTOR OLÓRIZ, 77;;5 - LA SAIDIA;4 - TORMOS;;39.48995092784456, -0.3823117746024687
